,data_index,cluster
3621,44387,0
3622,44389,0
3623,44391,1
3624,44392,0
3625,44394,0
3626,44395,0
3627,44398,0
3628,44401,0
3629,44402,0
3630,44411,1
3631,44419,1
3632,44424,0
3633,44426,0
3634,44428,0
3635,44432,0
3636,44438,0
3637,44443,0
3638,44448,0
3639,44449,0
3640,44453,1
3641,44460,0
3642,44465,1
3643,44470,0
3644,44471,1
3645,44472,0
3646,44474,0
3647,44476,0
3648,44480,0
3649,44486,2
3650,44489,1
3651,44495,0
3652,44500,0
3653,44503,1
3654,44507,1
3655,44509,0
3656,44510,1
3657,44514,0
3658,44516,0
3659,44529,0
3660,44530,0
3661,44531,0
3662,44534,1
3663,44535,0
3664,44537,0
3665,44538,1
3666,44543,1
3667,44544,0
3668,44551,1
3669,44553,1
3670,44554,0
3671,44555,1
3672,44557,0
3673,44561,1
3674,44563,0
3675,44564,0
3676,44565,0
3677,44566,0
3678,44568,1
3679,44571,0
3680,44573,1
3681,44579,0
3682,44580,0
3683,44583,0
3684,44585,0
3685,44587,1
3686,44589,0
3687,44590,0
3688,44595,0
3689,44596,0
3690,44600,1
3691,44601,2
3692,44602,0
3693,44604,0
3694,44606,2
3695,44607,0
3696,44610,1
3697,44612,0
3698,44613,0
3699,44615,1
3700,44621,1
3701,44624,0
3702,44625,1
3703,44626,1
3704,44634,0
3705,44635,1
3706,44638,0
3707,44648,0
3708,44652,0
3709,44653,1
3710,44654,1
3711,44655,0
3712,44656,0
3713,44661,1
3714,44662,1
3715,44665,0
3716,44666,0
3717,44667,1
3718,44668,1
3719,44669,0
3720,44671,1
3721,44672,1
3722,44675,1
3723,44677,1
3724,44678,1
3725,44679,0
3726,44683,0
3727,44685,1
3728,44691,1
3729,44692,0
3730,44693,0
3731,44694,0
3732,44702,0
3733,44704,1
3734,44709,0
3735,44711,1
3736,44712,0
3737,44713,1
3738,44715,1
3739,44716,0
3740,44717,1
3741,44723,0
3742,44724,0
3743,44725,1
3744,44729,0
3745,44730,0
3746,44739,1
3747,44740,1
3748,44741,0
3749,44747,1
3750,44750,1
3751,44752,0
3752,44753,0
3753,44755,0
3754,44756,0
3755,44759,0
3756,44760,0
3757,44761,1
3758,44762,0
3759,44766,1
3760,44767,0
3761,44770,1
3762,44772,0
3763,44775,1
3764,44776,1
3765,44777,0
3766,44781,0
3767,44785,0
3768,44789,0
3769,44791,0
3770,44792,1
3771,44794,1
3772,44795,0
3773,44796,0
3774,44797,0
3775,44798,0
3776,44799,0
3777,44800,1
3778,44802,1
3779,44812,1
3780,44813,1
3781,44817,0
3782,44818,1
3783,44824,1
3784,44827,1
3785,44830,0
3786,44839,0
3787,44841,1
3788,44842,1
3789,44843,1
3790,44844,1
3791,44845,0
3792,44847,1
3793,44854,1
3794,44855,0
3795,44859,1
3796,44861,0
3797,44871,0
3798,44872,0
3799,44876,1
3800,44879,0
3801,44882,0
3802,44884,0
3803,44889,0
3804,44891,0
3805,44894,0
3806,44895,0
3807,44901,1
3808,44903,0
3809,44915,1
3810,44917,0
3811,44922,0
3812,44924,1
3813,44935,1
3814,44937,0
3815,44938,1
3816,44939,1
3817,44945,0
3818,44950,0
3819,44957,0
3820,44961,1
3821,44963,1
3822,44966,0
3823,44968,0
3824,44972,0
3825,44984,0
3826,44985,0
3827,44988,0
3828,44989,0
3829,44997,0
3830,45000,0
3831,45002,1
3832,45005,0
3833,45010,1
3834,45018,0
3835,45022,0
3836,45023,1
3837,45026,1
3838,45035,0
3839,45039,1
3840,45041,1
3841,45047,0
3842,45051,1
3843,45052,0
3844,45054,0
3845,45061,0
3846,45062,0
3847,45067,1
3848,45068,1
3849,45072,0
3850,45076,1
3851,45077,0
3852,45079,1
3853,45089,0
3854,45090,0
3855,45092,0
3856,45093,1
3857,45096,0
3858,45101,0
3859,45102,0
3860,45105,1
3861,45108,0
3862,45111,0
3863,45116,0
3864,45118,0
3865,45120,1
3866,45131,0
3867,45136,0
3868,45138,0
3869,45144,0
3870,45145,0
3871,45149,1
3872,45150,0
3873,45151,0
3874,45157,0
3875,45159,1
3876,45171,0
3877,45177,0
3878,45180,0
3879,45182,0
3880,45186,1
3881,45193,0
3882,45195,0
3883,45196,0
3884,45202,0
3885,45203,0
3886,45204,0
3887,45207,1
3888,45210,0
3889,45211,0
3890,45214,0
3891,45215,0
3892,45216,1
3893,45218,1
3894,45219,1
3895,45222,0
3896,45225,1
3897,45226,0
3898,45228,1
3899,45229,0
3900,45230,0
3901,45231,0
3902,45238,0
3903,45239,0
3904,45243,0
3905,45246,0
3906,45249,1
3907,45250,0
3908,45257,1
3909,45261,1
3910,45262,1
3911,45266,0
3912,45267,0
3913,45273,0
3914,45280,0
3915,45284,0
3916,45289,0
3917,45290,1
3918,45293,0
3919,45294,0
3920,45295,1
3921,45296,0
3922,45297,0
3923,45301,0
3924,45302,1
3925,45304,1
3926,45310,0
3927,45311,1
3928,45313,0
3929,45315,1
3930,45317,0
3931,45321,0
3932,45329,0
3933,45339,0
3934,45341,0
3935,45344,0
3936,45346,1
3937,45347,0
3938,45348,0
3939,45351,1
3940,45355,0
3941,45357,1
3942,45359,0
3943,45360,1
3944,45362,0
3945,45363,1
3946,45365,1
3947,45366,1
3948,45370,0
3949,45371,0
3950,45375,1
3951,45378,0
3952,45380,0
3953,45381,0
3954,45382,1
3955,45385,0
3956,45386,1
3957,45387,0
3958,45393,0
3959,45396,0
3960,45400,1
3961,45402,1
3962,45404,0
3963,45406,0
3964,45410,1
3965,45415,0
3966,45416,1
3967,45417,0
3968,45418,0
3969,45419,1
3970,45421,0
3971,45422,1
3972,45425,1
3973,45426,0
3974,45431,1
3975,45437,0
3976,45442,1
3977,45443,1
3978,45446,0
3979,45447,0
3980,45449,0
3981,45454,0
3982,45455,1
3983,45458,0
3984,45459,1
3985,45461,1
3986,45462,0
3987,45463,0
3988,45467,0
3989,45469,1
3990,45472,1
3991,45473,0
3992,45475,0
3993,45477,0
3994,45478,0
3995,45483,0
3996,45488,1
3997,45490,0
3998,45494,0
3999,45496,0
4000,45501,0
4001,45508,0
4002,45513,0
4003,45515,0
4004,45520,0
4005,45527,0
4006,45528,0
4007,45531,0
4008,45532,0
4009,45534,0
4010,45539,0
4011,45540,0
4012,45544,0
4013,45547,0
4014,45551,0
4015,45553,0
4016,45558,0
4017,45563,0
4018,45570,0
4019,45573,0
4020,45575,0
4021,45578,0
4022,45582,0
4023,45585,0
4024,45586,0
4025,45588,0
4026,45592,0
4027,45593,0
4028,45597,0
4029,45603,0
4030,45605,0
4031,45611,0
4032,45618,0
4033,45630,0
4034,45632,0
4035,45637,0
4036,45644,0
4037,45646,0
4038,45650,0
4039,45652,0
4040,45653,0
4041,45655,0
4042,45661,0
4043,45662,0
4044,45666,0
4045,45669,0
4046,45672,0
4047,45674,0
4048,45677,0
4049,45681,0
4050,45683,0
4051,45684,0
4052,45686,0
4053,45687,0
4054,45688,0
4055,45689,0
4056,45695,0
4057,45701,0
4058,45703,0
4059,45707,0
4060,45711,0
4061,45720,0
4062,45722,0
4063,45723,0
4064,45724,0
4065,45728,0
4066,45729,0
4067,45741,0
4068,45743,0
4069,45746,0
4070,45747,0
4071,45749,0
4072,45753,0
4073,45754,0
4074,45756,0
4075,45764,0
4076,45765,0
4077,45766,0
4078,45767,0
4079,45769,0
4080,45770,0
4081,45771,0
4082,45777,0
4083,45781,0
4084,45784,0
4085,45787,0
4086,45798,0
4087,45800,0
4088,45805,0
4089,45809,0
4090,45810,0
4091,45811,0
4092,45812,0
4093,45819,0
4094,45820,0
4095,45821,0
4096,45826,0
4097,45828,0
4098,45832,0
4099,45833,0
4100,45835,0
4101,45843,0
4102,45845,0
4103,45847,0
4104,45849,0
4105,45850,0
4106,45852,0
4107,45856,0
4108,45857,0
4109,45861,0
4110,45863,0
4111,45864,0
4112,45867,0
4113,45868,0
4114,45872,0
4115,45873,0
4116,45874,0
4117,45878,0
4118,45882,0
4119,45884,0
4120,45886,0
4121,45889,0
4122,45890,0
4123,45911,0
4124,45913,0
4125,45920,0
4126,45927,0
4127,45930,0
4128,45932,0
4129,45933,0
4130,45935,0
4131,45939,0
4132,45941,0
4133,45942,0
4134,45944,0
4135,45946,0
4136,45947,0
4137,45958,0
4138,45959,0
4139,45962,0
4140,45963,0
4141,45964,0
4142,45965,0
4143,45966,0
4144,45967,0
4145,45974,0
4146,45981,0
4147,45983,0
4148,45991,0
4149,45995,0
4150,45997,0
4151,45999,0
4152,46002,0
4153,46005,0
4154,46012,0
4155,46018,0
4156,46019,0
4157,46020,0
4158,46025,0
4159,46026,0
4160,46031,0
4161,46042,0
4162,46046,0
4163,46047,0
4164,46048,0
4165,46050,0
4166,46055,0
4167,46057,0
4168,46058,0
4169,46060,0
4170,46065,0
4171,46067,0
4172,46068,0
4173,46070,0
4174,46071,0
4175,46073,0
4176,46074,0
4177,46077,0
4178,46083,0
4179,46085,0
4180,46086,0
4181,46088,0
4182,46090,0
4183,46093,0
4184,46102,0
4185,46110,0
4186,46119,0
4187,46121,0
4188,46123,0
4189,46124,0
4190,46129,0
4191,46130,0
4192,46135,0
4193,46139,0
4194,46140,0
4195,46144,0
4196,46147,0
4197,46154,0
4198,46161,0
4199,46164,0
4200,46165,0
4201,46166,0
4202,46169,0
4203,46172,0
4204,46181,0
4205,46188,0
4206,46192,0
4207,46195,0
4208,46202,0
4209,46206,0
4210,46209,0
4211,46217,0
4212,46224,0
4213,46226,0
4214,46227,0
4215,46228,0
4216,46229,0
4217,46231,0
4218,46237,0
4219,46239,0
4220,46249,0
4221,46252,0
4222,46255,0
4223,46264,0
4224,46267,0
4225,46270,0
4226,46275,0
4227,46281,0
4228,46291,0
4229,46300,0
4230,46305,0
4231,46308,0
4232,46311,0
4233,46312,0
4234,46317,0
4235,46318,0
4236,46319,0
4237,46320,0
4238,46321,0
4239,46324,0
4240,46325,0
4241,46327,0
4242,46328,0
4243,46334,0
4244,46335,0
4245,46336,0
4246,46338,0
4247,46339,0
4248,46347,0
4249,46349,0
4250,46350,0
4251,46351,0
4252,46352,0
4253,46357,0
4254,46358,0
4255,46359,0
4256,46361,0
4257,46366,0
4258,46367,0
4259,46369,0
4260,46370,0
4261,46373,0
4262,46374,0
4263,46376,0
4264,46378,0
4265,46379,0
4266,46382,0
4267,46384,0
4268,46386,0
4269,46387,0
4270,46389,0
4271,46390,0
4272,46391,0
4273,46392,0
4274,46393,0
4275,46394,0
4276,46395,0
4277,46399,0
4278,46400,0
4279,46401,0
4280,46403,0
4281,46405,0
4282,46407,0
4283,46408,0
4284,46409,0
4285,46410,0
4286,46413,0
4287,46414,0
4288,46416,0
4289,46417,0
4290,46419,0
4291,46420,0
4292,46421,0
4293,46425,0
4294,46426,0
4295,46427,0
4296,46428,0
4297,46434,0
4298,46436,0
4299,46438,0
4300,46439,0
4301,46441,0
4302,46442,0
4303,46445,0
4304,46449,0
4305,46450,0
4306,46455,0
4307,46456,0
4308,46457,0
4309,46458,0
4310,46459,0
4311,46461,0
4312,46463,0
4313,46470,0
4314,46475,0
4315,46476,0
4316,46479,0
4317,46481,0
4318,46484,0
4319,46485,0
4320,46487,0
4321,46489,0
4322,46490,0
4323,46491,0
4324,46492,0
4325,46493,0
4326,46494,0
4327,46496,0
4328,46502,0
4329,46503,0
4330,46505,0
4331,46506,0
4332,46510,0
4333,46511,0
4334,46518,0
4335,46522,0
4336,46527,0
4337,46533,0
4338,46534,0
4339,46538,0
4340,46541,0
4341,46543,0
4342,46545,0
4343,46546,0
4344,46547,0
4345,46548,0
4346,46551,0
4347,46553,0
4348,46557,0
4349,46558,0
4350,46561,0
4351,46563,0
4352,46566,0
4353,46568,0
4354,46571,0
4355,46573,0
4356,46576,0
4357,46578,0
4358,46582,0
4359,46587,0
4360,46589,0
4361,46593,0
4362,46600,0
4363,46608,0
4364,46611,0
4365,46615,0
4366,46618,0
4367,46623,0
4368,46625,0
4369,46627,0
4370,46633,0
4371,46635,0
4372,46638,0
4373,46639,0
4374,46643,0
4375,46644,0
4376,46647,0
4377,46648,0
4378,46653,0
4379,46658,0
4380,46660,0
4381,46661,0
4382,46665,0
4383,46666,0
4384,46668,0
4385,46669,0
4386,46670,0
4387,46673,0
4388,46674,0
4389,46676,0
4390,46686,0
4391,46687,0
4392,46691,0
4393,46692,0
4394,46696,0
4395,46702,0
4396,46705,0
4397,46707,0
4398,46708,0
4399,46710,0
4400,46712,0
4401,46714,0
4402,46715,0
4403,46717,0
4404,46720,0
4405,46721,0
4406,46728,0
4407,46730,0
4408,46732,0
4409,46740,0
4410,46743,0
4411,46745,0
4412,46749,0
4413,46752,0
4414,46756,0
4415,46760,0
4416,46761,0
4417,46762,0
4418,46768,0
4419,46778,0
4420,46779,0
4421,46785,0
4422,46786,0
4423,46796,0
4424,46799,0
4425,46804,0
4426,46805,0
4427,46810,0
4428,46815,0
4429,46816,0
4430,46817,0
4431,46823,0
4432,46824,0
4433,46825,0
4434,46829,0
4435,46830,0
4436,46832,0
4437,46833,0
4438,46834,0
4439,46840,0
4440,46844,0
4441,46847,0
4442,46853,0
4443,46854,0
4444,46861,0
4445,46864,0
4446,46865,0
4447,46870,0
4448,46873,0
4449,46878,0
4450,46880,0
4451,46882,0
4452,46886,0
4453,46887,0
4454,46895,0
4455,46900,0
4456,46903,0
4457,46906,0
4458,46911,0
4459,46916,0
4460,46920,0
4461,46921,0
4462,46934,0
4463,46937,0
4464,46940,0
4465,46946,0
4466,46947,0
4467,46948,0
4468,46963,0
4469,46964,0
4470,46966,0
4471,46968,0
4472,46984,0
4473,46986,0
4474,46988,0
4475,46992,0
4476,46993,0
4477,46994,0
4478,46999,0
4479,47001,0
4480,47002,0
4481,47009,0
4482,47018,0
4483,47019,0
4484,47022,0
4485,47031,0
4486,47032,0
4487,47033,0
4488,47035,0
4489,47043,0
4490,47044,0
4491,47045,0
4492,47047,0
4493,47054,0
4494,47057,0
4495,47058,0
4496,47059,0
4497,47067,0
4498,47068,0
4499,47073,0
4500,47074,0
4501,47077,0
4502,47078,0
4503,47080,0
4504,47084,0
4505,47087,0
4506,47088,0
4507,47111,0
4508,47112,0
4509,47114,0
4510,47115,0
4511,47116,0
4512,47129,0
